_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
245.33956667,38.17621667,J162121.4+381034,FITS,16 21 21.496,+38 10 34.38,0.141,1.45,1.35,0.136,1.89,0.0,45.4,,g,,1994.677,2449600.6,13.274
223.96732917,38.17618333,J145552.1+381034,FITS,14 55 52.159,+38 10 34.26,0.014,11.2,15.49,0.145,4.41,2.07,147.1,,g,,1994.636,2449585.5,17.926
244.93275833,38.17618333,J161943.8+381034,FITS,16 19 43.862,+38 10 34.26,0.014,7.82,9.92,0.151,3.41,2.09,65.4,,g,,1994.63,2449583.5,17.492
158.32612083,38.176175,J103318.2+381034,FITS,10 33 18.269,+38 10 34.23,0.014,6.02,6.09,0.139,1.71,0.0,76.4,,g,,1994.594,2449570.3,0.85
253.63215833,38.17616111,J165431.7+381034,FITS,16 54 31.718,+38 10 34.18,0.014,6.1,6.58,0.133,1.91,1.03,159.5,,,,1994.67,2449598.0,15.29
136.50262917,38.17604722,J090600.6+381033,FITS,09 06 00.631,+38 10 33.77,0.039,2.22,1.56,0.1,0.0,0.0,161.2,,g,,1994.638,2449586.5,17.755
220.86604167,38.17591944,J144327.8+381033,FITS,14 43 27.850,+38 10 33.31,0.014,2.45,3.61,0.151,5.59,1.22,116.8,,g,,1994.626,2449582.1,17.072
125.86285833,38.17583611,J082327.0+381033,FITS,08 23 27.086,+38 10 33.01,0.014,47.24,50.51,0.137,1.58,1.25,60.5,,s,,1994.594,2449570.2,1.156
220.38577083,38.17581944,J144132.5+381032,FITS,14 41 32.585,+38 10 32.95,0.014,54.06,54.97,0.145,0.9,0.43,18.1,,,,1994.673,2449599.1,14.463
201.41535833,38.17568056,J132539.6+381032,FITS,13 25 39.686,+38 10 32.45,0.014,3.84,3.83,0.149,1.3,0.0,157.8,,g,,1994.594,2449570.3,1.97
173.4876125,38.17554167,J113357.0+381031,FITS,11 33 57.027,+38 10 31.95,0.014,1.9,1.68,0.148,1.05,0.0,122.8,,g,,1994.594,2449570.3,1.687
205.76107917,38.17552778,J134302.6+381031,FITS,13 43 02.659,+38 10 31.90,0.132,1.31,4.33,0.15,12.63,4.51,115.9,,s,,1994.594,2449570.3,1.771
201.500925,38.17542778,J132600.2+381031,FITS,13 26 00.222,+38 10 31.54,0.014,5.09,12.14,0.146,7.79,4.98,85.7,,s,,1994.594,2449570.3,1.744
183.06977083,38.17536389,J121216.7+381031,FITS,12 12 16.745,+38 10 31.31,0.014,7.13,7.67,0.135,1.8,1.08,142.3,,,,1994.595,2449570.5,0.316
184.5640375,38.17528889,J121815.3+381031,FITS,12 18 15.369,+38 10 31.04,0.014,1.25,1.24,0.134,3.32,0.0,25.2,,,,1994.595,2449570.5,0.309
157.89568333,38.17528333,J103134.9+381031,FITS,10 31 34.964,+38 10 31.02,0.558,1.13,0.67,0.153,0.0,0.0,136.8,,,,1994.594,2449570.2,1.996
238.99047917,38.17525,J155557.7+381030,FITS,15 55 57.715,+38 10 30.90,0.2,1.14,1.06,0.145,2.21,0.0,154.3,,g,,1994.641,2449587.4,18.122
208.20715833,38.17523611,J135249.7+381030,FITS,13 52 49.718,+38 10 30.85,0.014,1.47,0.93,0.149,0.0,0.0,163.5,,,,1994.594,2449570.3,1.884
220.86884167,38.175175,J144328.5+381030,FITS,14 43 28.522,+38 10 30.63,0.122,1.27,1.86,0.151,5.62,0.86,40.2,,,,1994.626,2449582.1,17.09
199.11007083,38.17504167,J131626.4+381030,FITS,13 16 26.417,+38 10 30.15,0.014,2.41,2.25,0.146,2.59,0.0,16.2,,g,,1994.594,2449570.3,2.003
205.27937083,38.17503611,J134107.0+381030,FITS,13 41 07.049,+38 10 30.13,0.014,38.55,39.88,0.146,1.06,0.94,90.0,,g,,1994.594,2449570.4,1.607
