_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
248.02157083,54.47366944,J163205.1+542825,FITS,16 32 05.177,+54 28 25.21,0.014,3.06,7.47,0.144,8.86,4.23,17.5,,g,,1997.363,2450582.1,0.892
171.76845417,54.47346667,J112704.4+542824,FITS,11 27 04.429,+54 28 24.48,0.016,1.1,2.02,0.134,5.21,4.6,96.0,,,,1997.362,2450581.8,0.69
260.35865417,54.47343333,J172126.0+542824,FITS,17 21 26.077,+54 28 24.36,0.081,1.3,1.18,0.135,3.03,0.0,65.0,,g,,1997.363,2450582.1,0.691
149.371225,54.47322222,J095729.0+542823,FITS,09 57 29.094,+54 28 23.60,0.014,7.24,7.18,0.138,0.0,0.0,0.0,,s,,1997.362,2450581.7,0.712
228.17167917,54.47320833,J151241.2+542823,FITS,15 12 41.203,+54 28 23.55,0.039,1.08,0.79,0.137,0.57,0.0,3.2,,g,,1997.363,2450582.0,0.799
196.14944583,54.47317778,J130435.8+542823,FITS,13 04 35.867,+54 28 23.44,0.014,13.66,24.62,0.152,6.06,3.57,36.6,,,,1997.363,2450582.1,1.009
231.334725,54.47301944,J152520.3+542822,FITS,15 25 20.334,+54 28 22.87,0.347,1.49,3.06,0.198,8.19,2.88,82.4,,,,1997.364,2450582.2,1.001
121.2215,54.47294444,J080453.1+542822,FITS,08 04 53.160,+54 28 22.60,0.014,1.39,5.72,0.147,11.97,7.41,44.8,,g,,1997.726,2450714.5,197.85
231.026575,54.47271667,J152406.3+542821,FITS,15 24 06.378,+54 28 21.78,0.014,50.04,1176.52,0.201,36.54,17.76,42.9,,g,,1997.363,2450581.9,0.544
176.67582083,54.47238333,J114642.1+542820,FITS,11 46 42.197,+54 28 20.58,0.014,2.41,2.58,0.151,1.53,1.28,89.9,,g,,1997.363,2450582.0,0.991
232.28156667,54.472325,J152907.5+542820,FITS,15 29 07.576,+54 28 20.37,0.163,1.31,1.95,0.143,5.14,2.27,150.0,,,,1997.363,2450582.1,0.868
231.17824583,54.47207222,J152442.7+542819,FITS,15 24 42.779,+54 28 19.46,0.877,1.33,4.01,0.2,14.79,1.35,111.4,,,,1997.363,2450582.0,0.803
119.25452917,54.47174444,J075701.0+542818,FITS,07 57 01.087,+54 28 18.28,0.014,1.42,1.2,0.131,0.0,0.0,2.3,,g,,1997.75,2450723.4,201.457
136.03383333,54.47145278,J090408.1+542817,FITS,09 04 08.120,+54 28 17.23,0.014,1.21,0.61,0.145,0.0,0.0,92.0,,g,,1997.363,2450581.8,0.949
116.18039583,54.47143611,J074443.2+542817,FITS,07 44 43.295,+54 28 17.17,0.014,4.0,4.23,0.136,1.79,0.44,55.5,,,,1997.754,2450724.8,201.996
117.65988333,54.47138333,J075038.3+542816,FITS,07 50 38.372,+54 28 16.98,0.014,1.54,1.78,0.134,4.37,0.0,161.8,,,,1997.753,2450724.2,201.741
174.08942083,54.47135833,J113621.4+542816,FITS,11 36 21.461,+54 28 16.89,0.014,1.98,3.12,0.133,6.42,0.96,36.0,,g,,1997.362,2450581.8,0.645
128.2868125,54.47124722,J083308.8+542816,FITS,08 33 08.835,+54 28 16.49,0.014,14.34,14.57,0.137,1.01,0.0,38.0,,,,1997.942,2450793.2,219.144
253.2879125,54.47123056,J165309.0+542816,FITS,16 53 09.099,+54 28 16.43,0.014,2.54,1.93,0.143,0.0,0.0,0.9,,,,1997.363,2450582.1,0.851
262.18865,54.471,J172845.2+542815,FITS,17 28 45.276,+54 28 15.60,0.812,1.03,1.39,0.153,5.49,0.0,30.5,,,,1997.364,2450582.3,0.971
169.89841667,54.47093889,J111935.6+542815,FITS,11 19 35.620,+54 28 15.38,0.503,1.17,0.65,0.153,0.0,0.0,105.0,,g,,1997.363,2450582.0,0.994
221.7168625,54.47093056,J144652.0+542815,FITS,14 46 52.047,+54 28 15.35,0.014,1.14,0.79,0.149,0.0,0.0,163.2,,s,,1997.363,2450582.1,0.944
183.6559375,54.47088889,J121437.4+542815,FITS,12 14 37.425,+54 28 15.20,0.014,1.71,1.78,0.135,2.9,0.0,26.2,,,,1997.362,2450581.8,0.65
264.3866625,54.4707,J173732.7+542814,FITS,17 37 32.799,+54 28 14.52,0.014,1.77,1.86,0.151,3.1,0.0,5.8,,,,1997.364,2450582.3,0.995
166.00442917,54.47069722,J110401.0+542814,FITS,11 04 01.063,+54 28 14.51,0.014,1.26,0.91,0.15,0.0,0.0,176.9,,,,1997.363,2450581.9,0.909
140.29936667,54.47055833,J092111.8+542814,FITS,09 21 11.848,+54 28 14.01,0.014,3.0,3.13,0.135,2.1,0.0,167.9,,g,,1997.362,2450581.6,0.574
230.86684583,54.47050833,J152328.0+542813,FITS,15 23 28.043,+54 28 13.83,0.274,2.07,5.8,0.199,8.66,5.91,104.4,,,,1997.363,2450582.0,0.716
174.86640833,54.47049444,J113927.9+542813,FITS,11 39 27.938,+54 28 13.78,0.014,1.93,3.5,0.132,6.16,3.54,54.6,,g,,1997.362,2450581.8,0.687
190.2690875,54.47022222,J124104.5+542812,FITS,12 41 04.581,+54 28 12.80,0.274,1.01,1.16,0.139,5.09,0.0,24.4,,g,,1997.363,2450582.0,0.873
111.84203333,54.47018611,J072722.0+542812,FITS,07 27 22.088,+54 28 12.67,0.271,1.06,1.07,0.14,3.32,0.0,97.5,,,,1997.362,2450581.6,0.643
187.71794583,54.46974722,J123052.3+542811,FITS,12 30 52.307,+54 28 11.09,0.014,2.72,2.73,0.138,1.67,0.0,166.3,,,,1997.363,2450581.9,0.851
163.2749875,54.46973889,J105305.9+542811,FITS,10 53 05.997,+54 28 11.06,0.014,6.75,7.27,0.18,1.53,1.47,90.0,,g,,1997.363,2450581.9,0.861
229.52709167,54.46935833,J151806.5+542809,FITS,15 18 06.502,+54 28 09.69,0.014,2.34,4.11,0.136,8.25,0.0,149.4,,g,,1997.363,2450581.9,0.528
241.52392083,54.46915833,J160605.7+542808,FITS,16 06 05.741,+54 28 08.97,0.014,9.76,12.0,0.133,3.64,1.07,110.8,,s,,1997.363,2450581.9,0.521
223.16330833,54.46903333,J145239.1+542808,FITS,14 52 39.194,+54 28 08.52,0.014,28.84,29.26,0.152,0.78,0.51,180.0,,s,,1997.363,2450582.1,0.975
139.09091667,54.46896111,J091621.8+542808,FITS,09 16 21.820,+54 28 08.26,0.014,2.47,4.18,0.152,5.56,3.39,16.4,,,,1997.363,2450581.9,0.977
166.41607083,54.46872778,J110539.8+542807,FITS,11 05 39.857,+54 28 07.42,0.014,1.66,1.54,0.135,1.06,0.0,61.8,,,,1997.362,2450581.7,0.619
262.89589167,54.46868889,J173135.0+542807,FITS,17 31 35.014,+54 28 07.28,0.014,1.76,2.79,0.154,6.02,1.89,78.0,,,,1997.364,2450582.3,0.979
171.43397917,54.46853611,J112544.1+542806,FITS,11 25 44.155,+54 28 06.73,0.014,8.03,7.93,0.151,0.72,0.0,179.9,,g,,1997.363,2450582.0,0.958
231.15822083,54.46821111,J152437.9+542805,FITS,15 24 37.973,+54 28 05.56,0.265,2.34,8.25,0.2,13.8,4.35,47.3,,g,,1997.363,2450582.0,0.744
222.22254583,54.46819722,J144853.4+542805,FITS,14 48 53.411,+54 28 05.51,0.014,1.51,1.37,0.143,3.35,0.0,36.7,,,,1997.363,2450582.0,0.847
156.7611875,54.46816389,J102702.6+542805,FITS,10 27 02.685,+54 28 05.39,0.667,1.06,1.75,0.142,5.37,3.25,89.5,,g,,1997.377,2450587.0,5.404
125.38894167,54.46810556,J082133.3+542805,FITS,08 21 33.346,+54 28 05.18,0.014,5.51,7.95,0.136,4.62,2.41,172.1,,g,,1997.748,2450722.6,201.115
245.38024583,54.46801944,J162131.2+542804,FITS,16 21 31.259,+54 28 04.87,0.014,2.07,1.88,0.134,0.64,0.0,84.9,,,,1997.363,2450582.0,0.696
