_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
245.11800833,19.39973611,J162028.3+192359,FITS,16 20 28.322,+19 23 59.05,0.014,9.5,9.92,0.144,1.62,0.16,140.9,,s,,1999.869,2451496.7,4.982
217.2951625,19.39971111,J142910.8+192358,FITS,14 29 10.839,+19 23 58.96,0.326,1.02,0.94,0.147,4.31,0.0,63.0,,,,1999.904,2451509.4,15.536
204.054775,19.39956667,J133613.1+192358,FITS,13 36 13.146,+19 23 58.44,0.014,1.79,2.39,0.139,4.64,1.03,131.0,,g,,1999.937,2451521.5,12.768
231.0529125,19.39956111,J152412.6+192358,FITS,15 24 12.699,+19 23 58.42,0.014,182.37,275.69,0.14,5.77,1.4,126.5,,s,,1999.867,2451495.8,1.235
135.40370417,19.39952778,J090136.8+192358,FITS,09 01 36.889,+19 23 58.30,0.103,1.03,1.03,0.141,3.85,0.0,112.6,,,,1998.781,2451099.6,7.73
246.2044125,19.39929444,J162449.0+192357,FITS,16 24 49.059,+19 23 57.46,0.014,7.53,7.77,0.15,1.37,0.0,70.0,,g,,1999.868,2451496.2,1.554
138.913275,19.39903889,J091539.1+192356,FITS,09 15 39.186,+19 23 56.54,0.014,1.96,2.5,0.144,3.7,1.73,14.5,,,,1998.787,2451101.7,4.944
226.05190417,19.39881389,J150412.4+192355,FITS,15 04 12.457,+19 23 55.73,0.014,2.99,2.5,0.136,0.0,0.0,167.9,,,,1999.867,2451496.1,1.972
117.47297083,19.39878611,J074953.5+192355,FITS,07 49 53.513,+19 23 55.63,0.014,1.15,2.06,0.141,8.19,0.0,121.5,,g,,1998.718,2451076.6,4.743
135.26979167,19.39828333,J090104.7+192353,FITS,09 01 04.750,+19 23 53.82,0.014,3.73,3.81,0.144,1.73,0.0,69.8,,,,1998.783,2451100.1,7.185
233.7260875,19.398275,J153454.2+192353,FITS,15 34 54.261,+19 23 53.79,0.598,1.0,1.09,0.15,7.04,0.0,43.7,,,,1999.867,2451496.1,1.894
156.08327917,19.39808333,J102419.9+192353,FITS,10 24 19.987,+19 23 53.10,0.421,1.02,1.17,0.14,6.44,0.0,174.2,,,,1998.79,2451102.7,1.194
223.28632083,19.39778611,J145308.7+192352,FITS,14 53 08.717,+19 23 52.03,0.081,2.05,1.75,0.121,0.0,0.0,79.9,,g,,1999.867,2451496.1,1.608
157.44295,19.39772222,J102946.3+192351,FITS,10 29 46.308,+19 23 51.80,0.014,4.25,3.97,0.138,0.72,0.0,101.4,,,,1999.236,2451265.6,192.005
118.803325,19.39768056,J075512.7+192351,FITS,07 55 12.798,+19 23 51.65,0.209,1.08,2.2,0.143,6.69,4.27,3.5,,,,1998.716,2451076.0,4.163
202.85316667,19.39759444,J133124.7+192351,FITS,13 31 24.760,+19 23 51.34,0.014,2.62,2.41,0.141,2.11,0.0,53.3,,,,1999.874,2451498.5,9.289
