_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
169.2586875,-0.18021389,J111702.0-001048,FITS,11 17 02.085,-00 10 48.77,0.014,43.17,46.9,0.144,2.19,1.26,14.8,,g,,1998.618,2451040.2,0.916
236.39964167,-0.18032222,J154535.9-001049,FITS,15 45 35.914,-00 10 49.16,0.014,3.48,3.2,0.154,1.0,0.0,104.2,,g,,1998.598,2451032.9,2.622
310.26565417,-0.18040278,J204103.7-001049,FITS,20 41 03.757,-00 10 49.45,0.014,9.73,13.3,0.153,4.71,2.48,10.4,,s,,2011.305,2455673.9,7.618
216.10900417,-0.18050833,J142426.1-001049,FITS,14 24 26.161,-00 10 49.83,0.014,3.88,3.38,0.153,0.0,0.0,177.8,,g,,1998.599,2451033.1,3.551
48.8652875,-0.18052222,J031527.6-001049,FITS,03 15 27.669,-00 10 49.88,0.016,0.91,1.34,0.107,5.96,0.62,53.8,,,,1999.203,2451253.5,1227.577
340.0523,-0.18052222,J224012.5-001049,FITS,22 40 12.552,-00 10 49.88,0.014,0.97,1.47,0.1,5.39,3.13,8.6,,g,,2000.261,2451640.2,1165.025
186.30705833,-0.18054444,J122513.6-001049,FITS,12 25 13.694,-00 10 49.96,0.014,1.31,1.15,0.139,2.28,0.0,83.8,,g,,1998.611,2451037.5,0.231
18.400525,-0.18054722,J011336.1-001049,FITS,01 13 36.126,-00 10 49.97,0.118,1.06,0.52,0.095,0.0,0.0,86.2,,g,,1999.211,2451256.4,1226.627
220.38977083,-0.18055833,J144133.5-001050,FITS,14 41 33.545,-00 10 50.01,0.014,5.26,7.15,0.154,3.7,3.34,13.8,,,,1998.598,2451032.6,3.0
239.36119583,-0.18059167,J155726.6-001050,FITS,15 57 26.687,-00 10 50.13,0.014,2.31,2.99,0.154,5.21,0.0,80.5,,g,,1998.597,2451032.4,2.761
194.51755,-0.18061667,J125804.2-001050,FITS,12 58 04.212,-00 10 50.22,0.014,1.64,1.58,0.141,1.69,0.0,102.6,,g,,1998.611,2451037.6,0.309
42.81718333,-0.18063333,J025116.1-001050,FITS,02 51 16.124,-00 10 50.28,0.014,11.31,18.59,0.107,6.12,2.91,64.0,,,,1999.201,2451253.0,1227.762
351.66692917,-0.18070556,J232640.0-001050,FITS,23 26 40.063,-00 10 50.54,0.014,1.67,1.41,0.107,0.46,0.0,0.9,,g,,1999.201,2451253.0,1227.72
322.27310833,-0.18072222,J212905.5-001050,FITS,21 29 05.546,-00 10 50.60,0.039,1.76,1.73,0.106,2.35,0.0,11.4,,,,1998.903,2451144.0,1222.258
6.89052083,-0.18076389,J002733.7-001050,FITS,00 27 33.725,-00 10 50.75,0.014,5.19,5.73,0.11,3.91,0.0,52.0,,,,1999.204,2451253.8,1227.456
169.85766667,-0.18076389,J111925.8-001050,FITS,11 19 25.840,-00 10 50.75,0.014,2.49,2.66,0.136,1.61,1.39,6.8,,,,1998.619,2451040.4,0.0
8.89449583,-0.18078611,J003534.6-001050,FITS,00 35 34.679,-00 10 50.83,0.014,12.76,12.85,0.109,1.28,0.0,83.3,,,,1999.202,2451253.3,1227.629
323.72365,-0.18091111,J213453.6-001051,FITS,21 34 53.676,-00 10 51.28,0.014,4.73,4.73,0.099,1.79,0.0,58.1,,,,1999.108,2451219.1,1226.37
143.34597083,-0.18100278,J093323.0-001051,FITS,09 33 23.033,-00 10 51.61,0.014,101.8,105.58,0.151,1.25,1.02,3.8,,s,,1998.616,2451039.3,1.729
321.11297917,-0.18105833,J212427.1-001051,FITS,21 24 27.115,-00 10 51.81,0.016,1.04,0.79,0.109,0.0,0.0,85.2,,,,1998.392,2450957.4,1191.839
327.48636667,-0.18106389,J214956.7-001051,FITS,21 49 56.728,-00 10 51.83,0.014,7.13,6.86,0.098,0.0,0.0,14.2,,s,,1999.208,2451255.5,1226.832
235.85395,-0.18116944,J154324.9-001052,FITS,15 43 24.948,-00 10 52.21,0.014,15.86,19.19,0.139,3.59,0.8,90.0,,s,,1998.603,2451034.6,0.0
353.33066667,-0.18120278,J233319.3-001052,FITS,23 33 19.360,-00 10 52.33,0.138,0.86,0.51,0.107,0.0,0.0,173.5,,g,,1999.816,2451477.4,1206.079
179.64165417,-0.18128611,J115833.9-001052,FITS,11 58 33.997,-00 10 52.63,0.014,1.5,1.32,0.139,2.48,0.0,73.2,,g,,1998.619,2451040.4,0.0
193.2371875,-0.1814,J125256.9-001053,FITS,12 52 56.925,-00 10 53.04,0.014,2.02,1.6,0.141,0.0,0.0,63.2,,g,,1998.611,2451037.6,0.318
58.11008333,-0.18141944,J035226.4-001053,FITS,03 52 26.420,-00 10 53.11,0.042,1.1,1.66,0.135,4.82,3.21,90.1,,,,2011.214,2455640.5,0.0
