_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
123.02568333,12.49746944,J081206.1+122950,FITS,08 12 06.164,+12 29 50.89,0.014,16.57,16.79,0.145,0.91,0.0,161.7,,,,1999.975,2451535.4,2.786
230.16547917,12.497425,J152039.7+122950,FITS,15 20 39.715,+12 29 50.73,0.014,2.44,2.51,0.148,1.87,0.0,41.4,,g,,2000.002,2451545.2,1.533
7.9783375,12.49738333,J003154.8+122950,FITS,00 31 54.801,+12 29 50.58,0.014,7.03,6.87,0.138,0.57,0.0,95.9,,g,,2011.312,2455676.3,0.002
136.1043875,12.49736111,J090425.0+122950,FITS,09 04 25.053,+12 29 50.50,0.141,1.39,1.28,0.136,2.75,0.0,28.4,,g,,1999.978,2451536.6,1.2
218.32185,12.49733611,J143317.2+122950,FITS,14 33 17.244,+12 29 50.41,0.014,1.29,2.29,0.144,4.75,4.73,90.1,,,,2000.002,2451545.1,1.584
14.92650833,12.49730556,J005942.3+122950,FITS,00 59 42.362,+12 29 50.30,0.014,17.04,26.9,0.154,6.6,1.83,135.6,,,,2011.285,2455666.4,13.732
13.525575,12.4972,J005406.1+122949,FITS,00 54 06.138,+12 29 49.92,0.014,2.0,2.1,0.151,2.66,0.0,127.3,,,,2011.232,2455647.3,0.002
343.165025,12.49718333,J225239.6+122949,FITS,22 52 39.606,+12 29 49.86,0.014,11.61,13.54,0.136,2.61,2.06,101.4,,s,,2011.186,2455630.3,13.554
191.15645417,12.497175,J124437.5+122949,FITS,12 44 37.549,+12 29 49.83,0.014,1.78,1.52,0.145,0.0,0.0,89.5,,,,2000.002,2451545.1,1.548
325.94765417,12.49713889,J214347.4+122949,FITS,21 43 47.437,+12 29 49.70,0.014,1.58,1.54,0.16,2.34,0.0,48.1,,g,,2011.311,2455676.1,0.0
129.2227375,12.49711667,J083653.4+122949,FITS,08 36 53.457,+12 29 49.62,0.014,2.19,2.91,0.146,3.29,2.93,90.8,,g,,1999.978,2451536.3,1.705
178.2419125,12.49703611,J115258.0+122949,FITS,11 52 58.059,+12 29 49.33,0.014,2.7,2.88,0.14,1.52,1.21,89.7,,,,2000.003,2451545.7,0.851
327.73317917,12.49698611,J215055.9+122949,FITS,21 50 55.963,+12 29 49.15,0.385,1.17,4.53,0.148,12.97,7.31,139.2,,g,,2011.311,2455676.1,0.001
241.0728,12.49697778,J160417.4+122949,FITS,16 04 17.472,+12 29 49.12,0.263,1.0,1.28,0.135,6.42,0.0,131.2,,g,,2000.004,2451546.1,0.459
118.85400833,12.49689167,J075524.9+122948,FITS,07 55 24.962,+12 29 48.81,0.014,11.44,15.58,0.131,4.21,2.13,170.9,,g,,1999.932,2451519.6,90.842
