_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
255.6387375,31.94626111,J170233.2+315646,FITS,17 02 33.297,+31 56 46.54,0.014,29.31,32.29,0.148,2.04,1.34,127.4,,,,1994.439,2449513.7,2.086
232.06775833,31.94596389,J152816.2+315645,FITS,15 28 16.262,+31 56 45.47,0.177,2.88,4.54,0.133,6.42,1.0,64.2,,g,,1994.448,2449517.0,14.558
163.02339167,31.94594444,J105205.6+315645,FITS,10 52 05.614,+31 56 45.40,0.014,1.15,1.47,0.13,3.86,1.6,118.7,,,,1994.44,2449514.2,1.173
146.40244167,31.94591944,J094536.5+315645,FITS,09 45 36.586,+31 56 45.31,0.014,1.42,1.49,0.145,2.5,0.0,70.9,,g,,1994.789,2449641.3,217.253
249.79368333,31.945875,J163910.4+315645,FITS,16 39 10.484,+31 56 45.15,0.567,1.09,0.9,0.151,2.94,0.0,69.2,,,,1994.438,2449513.5,2.243
221.9505375,31.94583889,J144748.1+315645,FITS,14 47 48.129,+31 56 45.02,0.014,1.39,1.69,0.15,6.66,0.0,150.8,,,,1994.438,2449513.4,2.235
166.67222917,31.94568333,J110641.3+315644,FITS,11 06 41.335,+31 56 44.46,0.014,1.42,0.96,0.142,0.0,0.0,172.6,,,,1994.439,2449513.8,1.788
189.99745417,31.94557222,J123959.3+315644,FITS,12 39 59.389,+31 56 44.06,0.014,1.32,1.7,0.132,4.6,0.0,39.3,,g,,1994.44,2449514.2,1.334
139.68329583,31.94543889,J091843.9+315643,FITS,09 18 43.991,+31 56 43.58,0.014,2.29,1.43,0.146,0.0,0.0,67.1,,g,,1994.719,2449615.8,201.116
170.881975,31.94530833,J112331.6+315643,FITS,11 23 31.674,+31 56 43.11,0.014,1.63,2.08,0.15,2.92,2.78,92.8,,s,,1994.438,2449513.5,2.061
186.56346667,31.94515278,J122615.2+315642,FITS,12 26 15.232,+31 56 42.55,0.07,1.11,0.9,0.141,1.91,0.0,54.2,,s,,1994.44,2449513.9,1.708
239.837425,31.94513056,J155920.9+315642,FITS,15 59 20.982,+31 56 42.47,0.014,6.28,14.12,0.14,9.01,3.13,125.9,,g,,1994.44,2449513.9,1.845
126.0318,31.9451,J082407.6+315642,FITS,08 24 07.632,+31 56 42.36,0.014,2.23,1.71,0.154,0.0,0.0,41.9,,,,1994.999,2449718.0,245.194
137.66531667,31.944975,J091039.6+315641,FITS,09 10 39.676,+31 56 41.91,0.014,1.64,4.28,0.133,9.59,4.34,1.7,,g,,1994.498,2449535.3,99.94
151.19295833,31.94482222,J100446.3+315641,FITS,10 04 46.310,+31 56 41.36,0.314,2.1,2.79,0.158,9.23,0.0,32.7,,,,1994.523,2449544.4,118.39
111.54384583,31.94454444,J072610.5+315640,FITS,07 26 10.523,+31 56 40.36,0.014,1.13,2.14,0.138,8.2,1.48,145.6,,,,1996.465,2450253.7,246.398
144.26818333,31.94430278,J093704.3+315639,FITS,09 37 04.364,+31 56 39.49,0.014,5.12,5.1,0.132,1.28,0.0,106.8,,g,,1994.569,2449561.3,145.53
242.95331667,31.94420833,J161148.7+315639,FITS,16 11 48.796,+31 56 39.15,0.179,1.29,3.87,0.164,10.18,5.38,17.5,,g,,1994.438,2449513.4,2.243
164.48725,31.94419444,J105756.9+315639,FITS,10 57 56.940,+31 56 39.10,0.014,2.18,4.1,0.133,6.15,3.98,74.2,,,,1994.44,2449514.1,1.404
211.0772875,31.94418056,J140418.5+315639,FITS,14 04 18.549,+31 56 39.05,0.014,3.9,4.77,0.128,3.02,2.02,29.9,,,,1994.441,2449514.5,0.869
153.73697083,31.94414722,J101456.8+315638,FITS,10 14 56.873,+31 56 38.93,0.016,1.25,3.16,0.151,8.53,4.96,150.8,,g,,1995.014,2449723.5,246.146
143.25422917,31.94405278,J093301.0+315638,FITS,09 33 01.015,+31 56 38.59,0.014,9.35,10.92,0.15,3.19,0.56,106.8,,,,1995.016,2449724.3,246.281
172.46708333,31.943975,J112952.1+315638,FITS,11 29 52.100,+31 56 38.31,0.014,1.73,1.18,0.156,0.0,0.0,0.9,,,,1994.438,2449513.2,2.259
119.96884583,31.94387222,J075952.5+315637,FITS,07 59 52.523,+31 56 37.94,0.014,3.0,3.11,0.153,2.07,0.0,70.6,,,,1995.006,2449720.6,245.683
206.381,31.943775,J134531.4+315637,FITS,13 45 31.440,+31 56 37.59,0.432,1.07,1.92,0.145,5.76,3.87,179.9,,g,,1994.439,2449513.7,2.011
185.9359875,31.94359722,J122344.6+315636,FITS,12 23 44.637,+31 56 36.95,0.014,3.29,3.05,0.152,0.0,0.0,89.1,,s,,1994.438,2449513.3,2.214
