_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
200.2425875,25.10448056,J132058.2+250616,FITS,13 20 58.221,+25 06 16.13,0.014,13.64,13.53,0.13,0.89,0.0,108.1,,g,,1995.928,2450057.3,0.492
160.454775,25.10438333,J104149.1+250615,FITS,10 41 49.146,+25 06 15.78,0.014,1.15,1.24,0.129,3.96,0.0,146.8,,,,1995.928,2450057.1,0.505
174.3808375,25.10406667,J113731.4+250614,FITS,11 37 31.401,+25 06 14.64,0.014,1.91,2.76,0.146,5.69,0.0,115.3,,g,,1995.928,2450057.1,3.387
209.99252917,25.10406389,J135958.2+250614,FITS,13 59 58.207,+25 06 14.63,0.014,1.65,1.21,0.132,0.0,0.0,42.4,,g,,1995.928,2450057.3,0.493
221.95454167,25.10395278,J144749.0+250614,FITS,14 47 49.090,+25 06 14.23,0.014,1.81,1.35,0.136,0.45,0.0,32.3,,,,1995.928,2450057.3,0.507
176.43844583,25.10394722,J114545.2+250614,FITS,11 45 45.227,+25 06 14.21,0.014,2.65,2.31,0.143,0.0,0.0,25.5,,g,,1995.928,2450057.1,2.357
159.4672,25.10394167,J103752.1+250614,FITS,10 37 52.128,+25 06 14.19,0.014,1.24,2.82,0.144,7.38,4.89,43.9,,g,,1995.928,2450057.1,3.151
193.4407125,25.10390278,J125345.7+250614,FITS,12 53 45.771,+25 06 14.05,0.039,1.4,1.11,0.139,0.0,0.0,33.2,,,,1995.928,2450057.3,0.556
182.66833333,25.1038,J121040.4+250613,FITS,12 10 40.400,+25 06 13.68,0.014,3.68,3.56,0.144,1.61,0.0,53.2,,s,,1995.928,2450057.1,3.327
187.0368375,25.10378333,J122808.8+250613,FITS,12 28 08.841,+25 06 13.62,0.014,2.12,3.15,0.152,5.43,1.74,58.4,,g,,1995.928,2450057.2,3.172
176.37800833,25.103275,J114530.7+250611,FITS,11 45 30.722,+25 06 11.79,0.039,1.28,1.35,0.138,3.55,0.0,129.8,,,,1995.928,2450057.1,1.708
168.48284583,25.10307222,J111355.8+250611,FITS,11 13 55.883,+25 06 11.06,0.014,4.51,4.44,0.145,0.0,0.0,90.0,,,,1995.928,2450057.1,3.037
158.351325,25.10291944,J103324.3+250610,FITS,10 33 24.318,+25 06 10.51,0.168,1.09,1.49,0.138,6.57,0.0,142.6,,,,1995.928,2450057.1,1.438
214.6478625,25.10289167,J141835.4+250610,FITS,14 18 35.487,+25 06 10.41,0.014,1.32,2.32,0.142,8.8,0.0,86.0,,g,,1995.928,2450057.2,1.914
122.14992917,25.10275,J080835.9+250609,FITS,08 08 35.983,+25 06 09.90,0.014,1.56,2.97,0.131,5.87,4.38,165.9,,g,,1995.927,2450057.0,1.424
177.65126667,25.10274722,J115036.3+250609,FITS,11 50 36.304,+25 06 09.89,0.014,19.43,21.62,0.139,2.29,1.2,73.9,,g,,1995.928,2450057.1,1.411
205.31462917,25.10273056,J134115.5+250609,FITS,13 41 15.511,+25 06 09.83,0.014,2.3,2.88,0.14,4.05,0.52,144.5,,g,,1995.928,2450057.2,2.311
212.5169,25.10265,J141004.0+250609,FITS,14 10 04.056,+25 06 09.54,0.014,3.16,5.16,0.147,6.06,2.27,77.2,,,,1995.928,2450057.3,3.028
120.86697083,25.10264444,J080328.0+250609,FITS,08 03 28.073,+25 06 09.52,0.014,4.11,7.68,0.141,5.04,5.02,0.6,,g,,1995.927,2450057.0,1.59
174.88739167,25.10256389,J113932.9+250609,FITS,11 39 32.974,+25 06 09.23,0.014,4.01,4.04,0.14,2.22,0.0,45.4,,g,,1995.928,2450057.1,1.801
236.40361667,25.10255,J154536.8+250609,FITS,15 45 36.868,+25 06 09.18,0.014,2.12,1.66,0.137,0.0,0.0,127.6,,g,,1995.928,2450057.3,1.973
237.72525833,25.10239722,J155054.0+250608,FITS,15 50 54.062,+25 06 08.63,0.014,1.69,1.37,0.134,0.0,0.0,178.4,,,,1995.928,2450057.3,0.441
133.97812083,25.10239444,J085554.7+250608,FITS,08 55 54.749,+25 06 08.62,0.014,1.9,2.49,0.145,4.29,1.29,62.7,,s,,1995.927,2450057.0,3.057
152.28686667,25.10238611,J100908.8+250608,FITS,10 09 08.848,+25 06 08.59,0.014,1.18,0.82,0.133,0.0,0.0,4.5,,,,1995.928,2450057.1,0.482
150.4388625,25.10236944,J100145.3+250608,FITS,10 01 45.327,+25 06 08.53,0.014,1.31,0.99,0.148,0.89,0.0,146.2,,g,,1995.928,2450057.1,3.273
224.44939167,25.10236389,J145747.8+250608,FITS,14 57 47.854,+25 06 08.51,0.014,71.94,151.37,0.173,6.77,4.59,33.4,,,,1995.928,2450057.3,2.45
244.1923375,25.10226667,J161646.1+250608,FITS,16 16 46.161,+25 06 08.16,0.014,1.14,1.22,0.147,3.66,0.0,18.2,,,,1995.928,2450057.4,3.255
144.32143333,25.10224167,J093717.1+250608,FITS,09 37 17.144,+25 06 08.07,0.014,1.35,2.5,0.149,8.04,1.34,83.7,,s,,1995.928,2450057.1,3.316
117.7311375,25.10220833,J075055.4+250607,FITS,07 50 55.473,+25 06 07.95,0.014,4.7,5.45,0.128,3.16,0.0,108.8,,,,1995.927,2450057.0,0.422
144.60700417,25.10216944,J093825.6+250607,FITS,09 38 25.681,+25 06 07.81,0.014,1.15,1.42,0.141,3.83,0.94,88.2,,,,1995.927,2450057.1,1.856
235.4988625,25.10215556,J154159.7+250607,FITS,15 41 59.727,+25 06 07.76,0.014,1.4,2.18,0.131,4.56,3.46,26.6,,s,,1995.928,2450057.4,0.496
221.02664583,25.10207778,J144406.3+250607,FITS,14 44 06.395,+25 06 07.48,0.014,64.75,87.17,0.149,3.56,2.77,42.7,,g,,1995.928,2450057.3,2.675
111.27063333,25.10186389,J072504.9+250606,FITS,07 25 04.952,+25 06 06.71,0.5,1.01,2.05,0.146,8.57,2.24,101.1,,s,,1995.927,2450057.0,3.04
201.05975,25.10173611,J132414.3+250606,FITS,13 24 14.340,+25 06 06.25,0.014,3.85,5.4,0.135,4.79,1.69,103.5,,g,,1995.928,2450057.3,0.563
162.75283333,25.10169444,J105100.6+250606,FITS,10 51 00.680,+25 06 06.10,0.016,1.02,1.79,0.127,5.08,4.31,155.1,,g,,1995.928,2450057.2,0.498
254.3637625,25.10163333,J165727.3+250605,FITS,16 57 27.303,+25 06 05.88,0.014,8.95,9.15,0.137,1.64,0.0,155.0,,,,1995.928,2450057.4,1.551
146.8593125,25.1016,J094726.2+250605,FITS,09 47 26.235,+25 06 05.76,0.078,1.04,1.95,0.137,7.87,1.91,133.0,,,,1995.928,2450057.1,1.827
189.08467917,25.10150278,J123620.3+250605,FITS,12 36 20.323,+25 06 05.41,0.014,1.75,1.68,0.14,3.28,0.0,110.5,,g,,1995.928,2450057.3,0.653
213.950475,25.10149722,J141548.1+250605,FITS,14 15 48.114,+25 06 05.39,0.218,1.19,1.03,0.145,1.23,0.0,128.7,,g,,1995.928,2450057.3,2.45
211.57227083,25.101425,J140617.3+250605,FITS,14 06 17.345,+25 06 05.13,0.014,4.95,5.55,0.138,2.71,0.34,80.1,,g,,1995.928,2450057.4,0.608
146.26965,25.101375,J094504.7+250604,FITS,09 45 04.716,+25 06 04.95,0.014,1.53,1.92,0.136,3.91,1.05,113.6,,s,,1995.928,2450057.1,0.427
226.84582917,25.10133333,J150722.9+250604,FITS,15 07 22.999,+25 06 04.80,0.094,1.43,1.77,0.142,2.97,2.29,12.8,,g,,1995.928,2450057.3,3.311
246.11435417,25.10128611,J162427.4+250604,FITS,16 24 27.445,+25 06 04.63,0.014,2.67,2.04,0.141,0.0,0.0,105.6,,,,1995.928,2450057.3,1.554
132.50538333,25.10114444,J085001.2+250604,FITS,08 50 01.292,+25 06 04.12,0.016,1.29,4.71,0.145,14.26,4.48,52.1,,g,,1995.927,2450057.1,2.841
181.15634583,25.10109167,J120437.5+250603,FITS,12 04 37.523,+25 06 03.93,0.305,1.01,1.58,0.145,7.59,0.0,69.6,,g,,1995.928,2450057.2,3.303
169.32444583,25.10106667,J111717.8+250603,FITS,11 17 17.867,+25 06 03.84,0.047,1.72,1.37,0.138,0.0,0.0,175.4,,,,1995.928,2450057.1,2.19
167.5768625,25.10106111,J111018.4+250603,FITS,11 10 18.447,+25 06 03.82,0.014,9.52,13.12,0.186,4.84,1.24,121.6,,,,1995.928,2450057.2,3.264
248.9407875,25.10086111,J163545.7+250603,FITS,16 35 45.789,+25 06 03.10,0.029,1.07,0.99,0.137,3.2,0.0,11.8,,g,,1995.929,2450057.4,0.563
205.49901667,25.10041111,J134159.7+250601,FITS,13 41 59.764,+25 06 01.48,0.014,1.63,1.81,0.131,3.03,0.0,165.5,,g,,1995.928,2450057.3,0.501
242.00080417,25.10033333,J160800.1+250601,FITS,16 08 00.193,+25 06 01.20,0.014,11.12,12.05,0.147,1.74,1.36,115.4,,,,1995.928,2450057.4,2.864
192.796325,25.10028889,J125111.1+250601,FITS,12 51 11.118,+25 06 01.04,0.014,1.64,1.42,0.133,0.0,0.0,89.4,,g,,1995.928,2450057.2,0.52
221.46380417,25.10017222,J144551.3+250600,FITS,14 45 51.313,+25 06 00.62,0.014,14.38,14.39,0.149,0.23,0.0,2.1,,,,1995.928,2450057.3,2.562
173.8450625,25.10010833,J113522.8+250600,FITS,11 35 22.815,+25 06 00.39,0.056,1.04,1.3,0.14,5.87,0.0,150.9,,g,,1995.928,2450057.2,1.964
226.68834167,25.10007778,J150645.2+250600,FITS,15 06 45.202,+25 06 00.28,0.014,1.4,1.75,0.138,4.41,0.0,133.2,,s,,1995.928,2450057.3,2.312
147.10280833,25.09989167,J094824.6+250559,FITS,09 48 24.674,+25 05 59.61,0.014,5.52,6.64,0.135,3.0,1.76,60.0,,,,1995.928,2450057.1,1.432
145.86607917,25.09968333,J094327.8+250558,FITS,09 43 27.859,+25 05 58.86,0.014,2.09,2.29,0.145,3.9,0.0,132.4,,,,1995.928,2450057.1,3.302
143.93087083,25.09965278,J093543.4+250558,FITS,09 35 43.409,+25 05 58.75,0.014,22.28,28.26,0.139,3.53,1.93,140.3,,,,1995.928,2450057.2,0.601
234.04847083,25.09961944,J153611.6+250558,FITS,15 36 11.633,+25 05 58.63,0.014,5.9,5.64,0.132,0.82,0.0,18.4,,g,,1995.928,2450057.4,0.529
199.709175,25.09961111,J131850.2+250558,FITS,13 18 50.202,+25 05 58.60,0.014,4.69,5.26,0.147,2.69,0.52,166.8,,g,,1995.928,2450057.3,2.511
212.4579125,25.09959444,J140949.8+250558,FITS,14 09 49.899,+25 05 58.54,0.014,2.95,2.76,0.144,0.46,0.0,78.6,,,,1995.928,2450057.3,2.499
228.1689625,25.09956667,J151240.5+250558,FITS,15 12 40.551,+25 05 58.44,0.016,1.23,1.81,0.139,4.22,3.13,111.7,,g,,1995.928,2450057.3,2.106
157.18576667,25.09930278,J102844.5+250557,FITS,10 28 44.584,+25 05 57.49,0.014,4.68,4.87,0.147,1.88,0.0,49.9,,,,1995.928,2450057.2,3.229
173.35215417,25.09928333,J113324.5+250557,FITS,11 33 24.517,+25 05 57.42,0.014,1.83,1.41,0.136,0.0,0.0,91.6,,,,1995.928,2450057.1,1.422
147.09895833,25.099225,J094823.7+250557,FITS,09 48 23.750,+25 05 57.21,0.014,2.01,2.1,0.135,3.17,0.0,76.5,,,,1995.928,2450057.1,1.391
115.59684167,25.09913333,J074223.2+250556,FITS,07 42 23.242,+25 05 56.88,0.016,1.05,2.0,0.131,5.72,4.47,44.0,,s,,1995.927,2450057.0,1.371
