_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
13.89240833,-8.47649167,J005534.1-082835,FITS,00 55 34.178,-08 28 35.37,0.014,2.51,2.73,0.142,3.13,0.0,82.4,,,,1997.131,2450497.4,0.0
25.17705833,-8.47655556,J014042.4-082835,FITS,01 40 42.494,-08 28 35.60,0.014,7.26,9.1,0.141,4.03,1.14,118.6,,,,1997.134,2450498.3,4.376
328.25264167,-8.47665,J215300.6-082835,FITS,21 53 00.634,-08 28 35.94,0.136,1.17,0.76,0.147,0.0,0.0,107.3,,s,,1997.26,2450544.6,15.979
327.27027083,-8.47675,J214904.8-082836,FITS,21 49 04.865,-08 28 36.30,0.212,1.17,0.93,0.145,0.0,0.0,75.1,,,,1997.256,2450543.0,13.667
332.35572083,-8.47712778,J220925.3-082837,FITS,22 09 25.373,-08 28 37.66,0.014,1.88,2.7,0.158,6.76,0.0,84.3,,,,1997.302,2450559.7,26.141
25.87309583,-8.47721944,J014329.5-082837,FITS,01 43 29.543,-08 28 37.99,0.014,6.05,6.0,0.137,1.69,0.0,179.9,,g,,1997.131,2450497.5,0.0
42.30010417,-8.47726389,J024912.0-082838,FITS,02 49 12.025,-08 28 38.15,0.102,1.01,0.93,0.14,4.31,0.0,103.6,,s,,1997.135,2450498.8,5.334
339.7466625,-8.47727778,J223859.1-082838,FITS,22 38 59.199,-08 28 38.20,0.761,1.12,1.48,0.16,8.78,0.0,61.9,,,,1997.313,2450563.7,30.631
351.65625417,-8.47732222,J232637.5-082838,FITS,23 26 37.501,-08 28 38.36,0.014,24.99,28.85,0.16,2.98,1.65,9.6,,,,1997.241,2450537.6,45.478
28.218975,-8.47754167,J015252.5-082839,FITS,01 52 52.554,-08 28 39.15,0.216,1.08,0.95,0.143,0.0,0.0,112.4,,g,,1997.136,2450499.3,6.197
322.89045,-8.47762222,J213133.7-082839,FITS,21 31 33.708,-08 28 39.44,0.029,1.25,1.15,0.14,2.59,0.0,166.4,,g,,1997.246,2450539.2,0.0
