_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
239.07361667,51.31199444,J155617.6+511843,FITS,15 56 17.668,+51 18 43.18,0.014,8.88,23.96,0.137,10.99,3.48,75.1,,g,,1997.321,2450566.7,0.747
123.83926667,51.31182222,J081521.4+511842,FITS,08 15 21.424,+51 18 42.56,0.098,1.11,0.75,0.147,0.0,0.0,141.9,,g,,1997.32,2450566.4,0.887
203.3402,51.31181667,J133321.6+511842,FITS,13 33 21.648,+51 18 42.54,0.016,1.1,1.06,0.141,3.2,0.0,173.4,,,,1997.321,2450566.6,0.886
262.47272083,51.31174444,J172953.4+511842,FITS,17 29 53.453,+51 18 42.28,0.014,2.2,2.49,0.152,3.3,0.0,30.1,,,,1997.321,2450566.8,0.945
251.89127917,51.31164167,J164733.9+511841,FITS,16 47 33.907,+51 18 41.91,0.014,1.21,0.79,0.144,0.0,0.0,88.0,,g,,1997.321,2450566.7,0.861
138.51665833,51.31158056,J091403.9+511841,FITS,09 14 03.998,+51 18 41.69,0.027,1.05,1.1,0.131,5.33,0.0,38.8,,s,,1997.32,2450566.5,0.639
162.96633333,51.31146389,J105151.9+511841,FITS,10 51 51.920,+51 18 41.27,0.014,9.87,24.22,0.132,10.65,2.6,24.4,,g,,1997.321,2450566.5,0.672
262.47699583,51.31145,J172954.4+511841,FITS,17 29 54.479,+51 18 41.22,0.014,2.2,3.59,0.152,5.56,2.93,121.3,,,,1997.321,2450566.8,0.947
222.11629583,51.31123889,J144827.9+511840,FITS,14 48 27.911,+51 18 40.46,0.014,7.72,8.42,0.143,1.9,1.31,146.3,,g,,1997.321,2450566.7,0.851
164.84860833,51.31114167,J105923.6+511840,FITS,10 59 23.666,+51 18 40.11,0.014,9.84,22.12,0.141,8.19,3.94,163.5,,g,,1997.321,2450566.5,0.79
177.5083375,51.31095556,J115002.0+511839,FITS,11 50 02.001,+51 18 39.44,0.04,1.04,2.79,0.13,12.36,2.09,20.3,,g,,1997.321,2450566.6,0.625
165.46779583,51.31049167,J110152.2+511837,FITS,11 01 52.271,+51 18 37.77,0.014,1.69,2.84,0.132,5.04,3.82,79.7,,g,,1997.321,2450566.6,0.555
192.21599167,51.31031667,J124851.8+511837,FITS,12 48 51.838,+51 18 37.14,0.014,2.39,2.86,0.136,2.82,1.86,28.2,,g,,1997.321,2450566.6,0.674
123.7250125,51.31030833,J081454.0+511837,FITS,08 14 54.003,+51 18 37.11,0.014,5.35,5.64,0.151,2.12,0.0,36.6,,g,,1997.32,2450566.3,0.944
207.2745375,51.31026944,J134905.8+511836,FITS,13 49 05.889,+51 18 36.97,0.014,2.8,3.59,0.135,2.86,2.86,179.7,,g,,1997.321,2450566.7,0.57
159.34735833,51.31018056,J103723.3+511836,FITS,10 37 23.366,+51 18 36.65,0.014,1.66,2.17,0.13,3.9,1.85,105.7,,s,,1997.321,2450566.5,0.361
156.7913625,51.31009167,J102709.9+511836,FITS,10 27 09.927,+51 18 36.33,0.202,1.07,1.17,0.148,4.62,0.0,45.8,,,,1997.32,2450566.4,0.936
202.60895833,51.310075,J133026.1+511836,FITS,13 30 26.150,+51 18 36.27,0.014,1.44,1.2,0.142,2.38,0.0,10.2,,,,1997.321,2450566.6,0.861
175.0691,51.31002778,J114016.5+511836,FITS,11 40 16.584,+51 18 36.10,0.014,1.43,1.35,0.131,2.99,0.0,66.0,,,,1997.321,2450566.6,0.402
233.4163375,51.30995278,J153339.9+511835,FITS,15 33 39.921,+51 18 35.83,0.014,1.71,1.62,0.136,0.0,0.0,0.1,,s,,1997.321,2450566.7,0.767
214.7685125,51.3096,J141904.4+511834,FITS,14 19 04.443,+51 18 34.56,0.014,14.86,15.3,0.133,1.16,0.63,0.0,,g,,1997.321,2450566.7,0.582
177.32121667,51.30943056,J114917.0+511833,FITS,11 49 17.092,+51 18 33.95,0.014,3.09,3.14,0.129,1.6,0.0,52.8,,g,,1997.321,2450566.6,0.401
136.75839167,51.30940556,J090702.0+511833,FITS,09 07 02.014,+51 18 33.86,0.014,26.18,41.31,0.137,6.03,1.78,85.2,,g,,1997.32,2450566.5,0.602
