_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
223.90844167,56.18302778,J145538.0+561058,FITS,14 55 38.026,+56 10 58.90,0.014,1.14,2.69,0.142,7.14,5.46,83.7,,,,1997.384,2450589.6,0.379
251.74635833,56.18295278,J164659.1+561058,FITS,16 46 59.126,+56 10 58.63,0.014,3.16,2.91,0.139,0.0,0.0,90.0,,,,1997.384,2450589.6,0.394
164.97097917,56.18291667,J105953.0+561058,FITS,10 59 53.035,+56 10 58.50,0.105,1.48,2.25,0.157,6.44,0.0,151.3,,g,,1997.792,2450738.4,200.022
124.5345375,56.1829,J081808.2+561058,FITS,08 18 08.289,+56 10 58.44,0.014,34.12,36.59,0.143,1.8,1.0,42.1,,,,1999.678,2451427.1,1054.615
226.30817083,56.18287222,J150513.9+561058,FITS,15 05 13.961,+56 10 58.34,0.014,2.04,4.11,0.148,7.9,2.96,29.5,,g,,1997.384,2450589.6,0.403
215.6243375,56.18279444,J142229.8+561058,FITS,14 22 29.841,+56 10 58.06,0.094,1.38,4.84,0.144,9.3,7.85,65.4,,s,,1997.384,2450589.6,0.377
179.7357875,56.18273056,J115856.5+561057,FITS,11 58 56.589,+56 10 57.83,0.014,2.9,5.96,0.15,7.36,3.72,157.2,,,,1997.383,2450589.4,0.392
217.936575,56.18248611,J143144.7+561056,FITS,14 31 44.778,+56 10 56.95,0.014,31.26,39.78,0.141,3.19,2.42,84.2,,g,,1997.384,2450589.6,0.384
158.01048333,56.18248333,J103202.5+561056,FITS,10 32 02.516,+56 10 56.94,0.014,271.79,279.77,0.491,1.22,0.49,92.5,,g,,1998.153,2450870.4,532.325
248.75279583,56.18246667,J163500.6+561056,FITS,16 35 00.671,+56 10 56.88,0.014,1.28,1.57,0.146,4.41,0.0,132.6,,,,1997.384,2450589.6,0.397
157.15500417,56.18236667,J102837.2+561056,FITS,10 28 37.201,+56 10 56.52,0.014,2.08,6.31,0.146,11.89,4.09,19.8,,,,1997.854,2450761.2,205.33
139.77547917,56.18235833,J091906.1+561056,FITS,09 19 06.115,+56 10 56.49,0.014,1.2,1.17,0.145,3.15,0.0,10.3,,,,1997.847,2450758.7,204.881
195.50388333,56.18215556,J130200.9+561055,FITS,13 02 00.932,+56 10 55.76,0.014,2.56,2.63,0.149,0.84,0.83,90.4,,g,,1997.384,2450589.5,0.398
218.89522917,56.18213056,J143534.8+561055,FITS,14 35 34.855,+56 10 55.67,0.014,4.85,5.01,0.153,2.96,0.0,20.2,,g,,1997.384,2450589.5,0.438
215.61620833,56.18201389,J142227.8+561055,FITS,14 22 27.890,+56 10 55.25,0.016,2.48,10.23,0.144,13.69,6.12,40.3,,g,,1997.384,2450589.6,0.379
249.5195875,56.18165833,J163804.7+561053,FITS,16 38 04.701,+56 10 53.97,0.014,3.16,3.21,0.147,1.16,0.0,180.0,,,,1997.384,2450589.6,0.404
167.47825833,56.18104444,J110954.7+561051,FITS,11 09 54.782,+56 10 51.76,0.014,1.94,2.95,0.151,4.73,3.01,153.6,,g,,1997.835,2450754.2,203.971
115.01252917,56.18090278,J074003.0+561051,FITS,07 40 03.007,+56 10 51.25,0.014,1.49,2.28,0.146,5.97,1.35,153.6,,,,1997.842,2450756.8,204.537
203.92304583,56.18090278,J133541.5+561051,FITS,13 35 41.531,+56 10 51.25,0.014,10.41,10.77,0.151,1.07,0.93,89.9,,g,,1997.383,2450589.4,0.447
157.5116875,56.18088889,J103002.8+561051,FITS,10 30 02.805,+56 10 51.20,0.877,1.1,1.46,0.159,5.35,0.0,97.5,,g,,1997.786,2450736.4,199.434
162.82459167,56.18081389,J105117.9+561050,FITS,10 51 17.902,+56 10 50.93,0.014,2.6,2.66,0.155,2.64,0.0,180.0,,,,1997.795,2450739.6,200.355
108.12856667,56.18077222,J071230.8+561050,FITS,07 12 30.856,+56 10 50.78,0.014,5.31,8.12,0.155,4.79,3.02,21.2,,,,1997.81,2450745.0,201.887
182.62252917,56.18058611,J121029.4+561050,FITS,12 10 29.407,+56 10 50.11,0.197,1.04,2.51,0.144,7.22,5.69,136.5,,,,1997.383,2450589.5,0.382
227.98495833,56.18055556,J151156.3+561050,FITS,15 11 56.390,+56 10 50.00,0.014,19.29,20.42,0.151,1.63,0.9,18.2,,g,,1997.384,2450589.5,0.455
147.88314583,56.18035833,J095131.9+561049,FITS,09 51 31.955,+56 10 49.29,0.782,1.21,1.59,0.19,4.81,0.0,93.3,,g,,1997.848,2450758.9,208.954
189.9481125,56.18024444,J123947.5+561048,FITS,12 39 47.547,+56 10 48.88,0.014,4.88,4.85,0.236,2.07,0.0,3.2,,s,,1997.383,2450589.5,0.406
180.810725,56.18021389,J120314.5+561048,FITS,12 03 14.574,+56 10 48.77,0.014,3.37,3.92,0.155,2.86,1.27,126.2,,s,,1997.383,2450589.3,0.451
