_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
4.74794583,-2.72418056,J001859.5-024327,FITS,00 18 59.507,-02 43 27.05,0.014,65.04,69.25,0.41,2.11,0.0,87.0,,,,2011.156,2455619.4,0.002
36.07655833,-2.72420278,J022418.3-024327,FITS,02 24 18.374,-02 43 27.13,0.014,15.72,19.08,0.122,4.25,0.0,150.6,,g,,2009.307,2454944.7,4.497
202.35245833,-2.72425833,J132924.5-024327,FITS,13 29 24.590,-02 43 27.33,0.014,1.32,0.78,0.153,0.0,0.0,90.8,,g,,1998.683,2451063.9,1.667
131.98192917,-2.72436389,J084755.6-024327,FITS,08 47 55.663,-02 43 27.71,0.014,1.14,0.99,0.143,3.08,0.0,145.2,,g,,1998.669,2451058.7,1.053
191.7736,-2.72437222,J124705.6-024327,FITS,12 47 05.664,-02 43 27.74,0.014,11.98,12.93,0.152,1.79,1.42,71.3,,,,1998.693,2451067.4,2.978
193.73407083,-2.72441667,J125456.1-024327,FITS,12 54 56.177,-02 43 27.90,0.014,7.83,8.95,0.15,2.97,1.22,142.1,,g,,1998.693,2451067.5,2.911
148.49455417,-2.72441944,J095358.6-024327,FITS,09 53 58.693,-02 43 27.91,0.014,1.72,2.78,0.141,5.95,2.73,97.7,,g,,1998.679,2451062.4,2.657
323.25899583,-2.72451389,J213302.1-024328,FITS,21 33 02.159,-02 43 28.25,0.034,4.46,6.35,0.371,7.42,0.0,24.2,,g,,2011.156,2455619.3,0.0
183.20104583,-2.72461944,J121248.2-024328,FITS,12 12 48.251,-02 43 28.63,0.014,2.43,2.91,0.154,4.88,0.0,151.8,,g,,1998.692,2451066.9,3.085
34.08755417,-2.72499444,J021621.0-024329,FITS,02 16 21.013,-02 43 29.98,0.014,2.14,8.29,0.133,12.48,7.84,16.0,,,,1997.281,2450551.9,129.451
220.1297875,-2.72503889,J144031.1-024330,FITS,14 40 31.149,-02 43 30.14,0.014,2.86,2.68,0.139,3.02,0.0,25.6,,,,1998.681,2451062.9,1.817
349.22741667,-2.72510556,J231654.5-024330,FITS,23 16 54.580,-02 43 30.38,0.014,56.84,121.3,0.142,9.36,2.77,59.7,,g,,2011.29,2455668.2,0.001
145.78912917,-2.72514722,J094309.3-024330,FITS,09 43 09.391,-02 43 30.53,0.014,1.36,1.36,0.145,2.1,0.0,103.2,,g,,1998.673,2451060.0,0.702
221.77794167,-2.72523889,J144706.7-024330,FITS,14 47 06.706,-02 43 30.86,0.2,1.17,1.07,0.149,0.0,0.0,179.6,,,,1998.68,2451062.8,1.933
349.1629375,-2.72531111,J231639.1-024331,FITS,23 16 39.105,-02 43 31.12,0.014,2.61,3.73,0.137,6.5,0.0,138.8,,,,2011.29,2455668.2,0.0
25.84689167,-2.72537222,J014323.2-024331,FITS,01 43 23.254,-02 43 31.34,0.186,1.0,0.91,0.11,0.0,0.0,26.9,,,,2008.364,2454599.6,1240.367
210.18560417,-2.72539167,J140044.5-024331,FITS,14 00 44.545,-02 43 31.41,0.516,1.17,0.65,0.152,0.17,0.0,90.9,,,,1998.68,2451062.9,1.718
219.5645625,-2.72540833,J143815.4-024331,FITS,14 38 15.495,-02 43 31.47,0.804,1.03,0.87,0.152,0.0,0.0,88.3,,,,1998.68,2451062.7,2.029
222.19957917,-2.72544167,J144847.8-024331,FITS,14 48 47.899,-02 43 31.59,0.014,2.19,1.83,0.149,1.4,0.0,119.4,,s,,1998.68,2451062.8,1.989
144.37362917,-2.72555833,J093729.6-024332,FITS,09 37 29.671,-02 43 32.01,0.014,2.6,5.69,0.141,12.12,0.0,34.3,,g,,1998.673,2451060.0,0.519
148.49821667,-2.72564167,J095359.5-024332,FITS,09 53 59.572,-02 43 32.31,0.014,1.51,2.52,0.141,9.8,0.0,138.0,,,,1998.679,2451062.4,2.681
331.42744167,-2.72564444,J220542.5-024332,FITS,22 05 42.586,-02 43 32.32,0.016,1.31,1.3,0.142,2.66,0.0,88.1,,,,2011.208,2455638.5,4.559
354.47610417,-2.725675,J233754.2-024332,FITS,23 37 54.265,-02 43 32.43,0.518,2.39,2.24,0.423,3.16,0.0,9.9,,,,2011.156,2455619.3,0.0
152.325675,-2.72571389,J100918.1-024332,FITS,10 09 18.162,-02 43 32.57,0.014,1.59,1.2,0.147,0.0,0.0,136.9,,s,,1998.679,2451062.5,2.578
355.28526667,-2.72571944,J234108.4-024332,FITS,23 41 08.464,-02 43 32.59,0.122,5.32,6.94,0.388,4.13,2.4,17.2,,g,,2011.156,2455619.3,0.001
165.72924167,-2.72579444,J110255.0-024332,FITS,11 02 55.018,-02 43 32.86,0.014,142.44,157.77,0.223,2.74,0.95,161.3,,s,,1998.684,2451064.1,2.043
192.4219625,-2.72589444,J124941.2-024333,FITS,12 49 41.271,-02 43 33.22,0.014,2.05,3.96,0.142,6.02,5.3,34.7,,g,,1998.696,2451068.5,2.368
231.62072083,-2.72595,J152628.9-024333,FITS,15 26 28.973,-02 43 33.42,0.014,1.57,1.37,0.151,0.5,0.0,69.1,,,,1998.663,2451056.4,1.748
133.8109875,-2.72596111,J085514.6-024333,FITS,08 55 14.637,-02 43 33.46,0.014,1.36,2.63,0.141,7.81,3.76,169.4,,s,,1998.672,2451059.9,0.698
223.03943333,-2.72599444,J145209.4-024333,FITS,14 52 09.464,-02 43 33.58,0.412,1.01,0.86,0.139,0.0,0.0,93.6,,g,,1998.68,2451062.8,1.735
324.8688625,-2.72615556,J213928.5-024334,FITS,21 39 28.527,-02 43 34.16,0.184,2.18,7.65,0.352,15.69,4.65,8.8,,,,2011.156,2455619.3,0.0
211.54557917,-2.72623889,J140610.9-024334,FITS,14 06 10.939,-02 43 34.46,0.014,261.41,295.76,0.195,2.86,1.36,164.8,,s,,1998.68,2451062.5,2.341
18.97272917,-2.72626389,J011553.4-024334,FITS,01 15 53.455,-02 43 34.55,0.014,1.57,2.32,0.131,6.27,1.3,31.3,,,,2008.711,2454726.6,980.252
207.48147917,-2.72649167,J134955.5-024335,FITS,13 49 55.555,-02 43 35.37,0.014,5.18,8.84,0.147,5.48,4.44,178.0,,s,,1998.681,2451063.0,0.826
134.30444167,-2.72653611,J085713.0-024335,FITS,08 57 13.066,-02 43 35.53,0.016,1.8,1.35,0.144,0.0,0.0,89.4,,s,,1998.669,2451058.8,1.085
137.570925,-2.72655556,J091017.0-024335,FITS,09 10 17.022,-02 43 35.60,0.014,5.57,5.4,0.139,1.14,0.0,67.5,,,,1998.672,2451059.9,0.672
234.6880375,-2.72658889,J153845.1-024335,FITS,15 38 45.129,-02 43 35.72,0.19,1.05,2.94,0.145,10.69,5.52,154.8,,s,,1998.663,2451056.4,1.976
