_RAJ2000,_DEJ2000,FIRST,FITS,RAJ2000,DEJ2000,p(S),Fpeak,Fint,Rms,Maj,Min,PA,N1,c1,N2,Ep,Ep(JD),s_Ep(JD)
132.83412083,8.30664722,J085120.1+081823,FITS,08 51 20.189,+08 18 23.93,0.014,1.42,1.77,0.14,4.22,0.0,46.4,,s,,2000.066,2451568.7,0.267
243.151925,8.30663333,J161236.4+081823,FITS,16 12 36.462,+08 18 23.88,0.014,1.45,1.52,0.149,1.23,1.2,90.0,,g,,2000.068,2451569.2,0.964
6.98694583,8.30659722,J002756.8+081823,FITS,00 27 56.867,+08 18 23.75,0.014,1.73,0.97,0.119,0.0,0.0,108.5,,,,2009.317,2454948.2,4.919
132.6266875,8.30649444,J085030.4+081823,FITS,08 50 30.405,+08 18 23.38,0.014,1.89,1.58,0.144,0.0,0.0,36.4,,g,,2000.066,2451568.6,0.346
10.714725,8.30644167,J004251.5+081823,FITS,00 42 51.534,+08 18 23.19,0.014,3.87,3.57,0.111,1.98,0.0,76.8,,g,,2009.328,2454952.2,7.35
348.81326667,8.30626944,J231515.1+081822,FITS,23 15 15.184,+08 18 22.57,0.416,1.0,0.47,0.12,0.0,0.0,98.2,,g,,2009.302,2454942.6,1.822
27.52967083,8.306175,J015007.1+081822,FITS,01 50 07.121,+08 18 22.23,0.114,1.01,0.64,0.127,0.0,0.0,94.5,,g,,2009.345,2454958.4,6.472
183.2504125,8.30604444,J121300.0+081821,FITS,12 13 00.099,+08 18 21.76,0.014,1.42,1.21,0.153,0.68,0.0,18.9,,g,,2000.067,2451569.1,1.549
227.10293333,8.30592778,J150824.7+081821,FITS,15 08 24.704,+08 18 21.34,0.014,1.68,1.75,0.145,2.37,0.0,52.7,,g,,2000.067,2451569.1,0.945
25.9728,8.30549444,J014353.4+081819,FITS,01 43 53.472,+08 18 19.78,0.181,1.42,0.73,0.114,0.0,0.0,108.6,,g,,2009.339,2454956.3,6.466
337.31662083,8.30545556,J222915.9+081819,FITS,22 29 15.989,+08 18 19.64,0.081,1.19,2.63,0.12,10.75,2.58,157.5,,s,,2009.311,2454945.9,4.858
238.84700417,8.30539444,J155523.2+081819,FITS,15 55 23.281,+08 18 19.42,0.014,18.71,23.81,0.151,3.81,1.53,160.5,,s,,2000.068,2451569.3,1.776
10.6969625,8.30526944,J004247.2+081818,FITS,00 42 47.271,+08 18 18.97,0.162,1.0,1.8,0.107,9.32,0.0,87.0,,s,,2009.328,2454952.3,7.874
182.67141667,8.3052,J121041.1+081818,FITS,12 10 41.140,+08 18 18.72,0.014,2.81,3.22,0.151,2.99,0.0,146.3,,g,,2000.067,2451569.1,1.782
351.86462083,8.30516944,J232727.5+081818,FITS,23 27 27.509,+08 18 18.61,0.162,1.51,2.26,0.115,4.74,3.62,168.3,,g,,2009.292,2454939.2,10.365
233.94180833,8.30514444,J153546.0+081818,FITS,15 35 46.034,+08 18 18.52,0.014,1.31,2.06,0.137,6.28,1.22,75.6,,g,,2000.067,2451569.1,0.221
228.728475,8.30506667,J151454.8+081818,FITS,15 14 54.834,+08 18 18.24,0.014,25.02,25.91,0.138,1.33,0.57,78.3,,s,,2000.067,2451569.1,0.0
128.40089167,8.30498889,J083336.2+081817,FITS,08 33 36.214,+08 18 17.96,0.014,1.68,3.79,0.147,6.64,5.45,10.7,,g,,2000.066,2451568.5,0.397
164.96405417,8.30496667,J105951.3+081817,FITS,10 59 51.373,+08 18 17.88,0.014,8.65,16.53,0.133,7.8,2.32,176.1,,s,,2000.067,2451568.9,0.189
221.1060125,8.30489167,J144425.4+081817,FITS,14 44 25.443,+08 18 17.61,0.014,2.82,5.84,0.152,8.85,2.15,146.1,,g,,2000.067,2451569.1,0.929
231.68204167,8.30483333,J152643.6+081817,FITS,15 26 43.690,+08 18 17.40,0.014,2.06,1.7,0.138,0.0,0.0,39.9,,g,,2000.067,2451569.1,0.249
206.7780375,8.304825,J134706.7+081817,FITS,13 47 06.729,+08 18 17.37,0.014,11.93,12.55,0.15,1.51,0.88,162.4,,,,2000.067,2451569.1,1.419
234.05459167,8.30456944,J153613.1+081816,FITS,15 36 13.102,+08 18 16.45,0.014,6.85,7.16,0.136,1.54,0.57,169.9,,s,,2000.067,2451569.1,0.213
172.49512917,8.30454722,J112958.8+081816,FITS,11 29 58.831,+08 18 16.37,0.014,1.52,2.61,0.133,5.53,3.61,16.0,,,,2000.067,2451568.9,0.0
164.96225,8.30454167,J105950.9+081816,FITS,10 59 50.940,+08 18 16.35,0.014,7.45,8.12,0.133,2.46,0.0,53.5,,g,,2000.067,2451568.9,0.192
319.53078333,8.30453333,J211807.3+081816,FITS,21 18 07.388,+08 18 16.32,0.014,4.23,8.64,0.118,9.75,0.0,102.0,,,,2009.3,2454942.1,0.0
120.9851625,8.30445556,J080356.4+081816,FITS,08 03 56.439,+08 18 16.04,0.014,1.24,0.81,0.153,0.0,0.0,142.2,,g,,2000.065,2451568.3,0.5
324.8128625,8.30439167,J213915.0+081815,FITS,21 39 15.087,+08 18 15.81,0.025,1.39,1.02,0.085,1.55,0.0,94.5,,g,,2009.335,2454954.8,12.666
143.69383333,8.30420833,J093446.5+081815,FITS,09 34 46.520,+08 18 15.15,0.033,2.08,2.96,0.153,4.48,2.44,5.3,,s,,2000.065,2451568.2,0.518
358.15171667,8.30403056,J235236.4+081814,FITS,23 52 36.412,+08 18 14.51,0.095,1.17,1.07,0.109,4.83,0.0,81.2,,,,2009.32,2454949.2,9.006
326.045025,8.30388889,J214410.8+081814,FITS,21 44 10.806,+08 18 14.00,0.014,7.86,8.25,0.124,2.02,0.0,90.9,,s,,2009.28,2454934.6,16.795
179.62817083,8.30388611,J115830.7+081813,FITS,11 58 30.761,+08 18 13.99,0.165,1.07,1.44,0.15,3.72,2.62,90.6,,g,,2000.067,2451569.1,1.812
308.47562083,8.30379167,J203354.1+081813,FITS,20 33 54.149,+08 18 13.65,0.356,1.35,4.81,0.193,13.42,6.28,177.4,,s,,2011.228,2455645.7,6.833
3.7365875,8.30373333,J001456.7+081813,FITS,00 14 56.781,+08 18 13.44,0.039,1.23,0.92,0.111,1.13,0.0,99.1,,g,,2009.301,2454942.2,0.0
6.25718333,8.30372222,J002501.7+081813,FITS,00 25 01.724,+08 18 13.40,0.266,1.1,0.45,0.12,0.0,0.0,80.8,,,,2009.319,2454948.9,4.775
216.02907917,8.30366667,J142406.9+081813,FITS,14 24 06.979,+08 18 13.20,0.014,2.42,2.65,0.135,2.98,0.0,41.7,,g,,2000.067,2451569.1,0.172
179.56542917,8.30364167,J115815.7+081813,FITS,11 58 15.703,+08 18 13.11,0.014,1.62,1.64,0.152,1.86,0.0,51.2,,g,,2000.067,2451569.1,1.767
208.89023333,8.30355,J135533.6+081812,FITS,13 55 33.656,+08 18 12.78,0.118,1.11,3.68,0.155,10.89,5.84,89.8,,,,2000.068,2451569.2,1.81
214.56552083,8.30348056,J141815.7+081812,FITS,14 18 15.725,+08 18 12.53,0.014,2.77,2.97,0.14,2.17,0.0,48.1,,g,,2000.067,2451569.0,0.251
209.07564583,8.30346111,J135618.1+081812,FITS,13 56 18.155,+08 18 12.46,0.014,10.7,10.51,0.197,0.0,0.0,90.1,,,,2000.067,2451569.1,1.14
333.01620417,8.30337778,J221203.8+081812,FITS,22 12 03.889,+08 18 12.16,0.081,1.89,2.86,0.115,6.19,1.74,136.8,,g,,2009.3,2454942.1,0.0
234.65135833,8.303375,J153836.3+081812,FITS,15 38 36.326,+08 18 12.15,0.014,3.94,4.62,0.138,2.24,2.23,86.9,,g,,2000.067,2451569.2,0.654
208.88752917,8.30333611,J135533.0+081812,FITS,13 55 33.007,+08 18 12.01,0.014,20.04,21.44,0.155,1.54,1.31,145.9,,s,,2000.068,2451569.2,1.813
242.77747917,8.303275,J161106.5+081811,FITS,16 11 06.595,+08 18 11.79,0.014,1.75,1.92,0.155,1.75,1.66,90.1,,,,2000.068,2451569.3,1.404
190.579725,8.30324444,J124219.1+081811,FITS,12 42 19.134,+08 18 11.68,0.014,1.7,1.36,0.139,0.0,0.0,20.9,,,,2000.067,2451569.0,0.566
149.16635833,8.30315,J095639.9+081811,FITS,09 56 39.926,+08 18 11.34,0.014,1.48,1.09,0.136,0.0,0.0,118.9,,s,,2000.067,2451568.9,0.573
29.34094583,8.30302778,J015721.8+081810,FITS,01 57 21.827,+08 18 10.90,0.014,10.17,11.69,0.11,3.98,0.0,177.5,,,,2009.359,2454963.6,1.431
224.88442083,8.30301111,J145932.2+081810,FITS,14 59 32.261,+08 18 10.84,0.1,1.04,1.16,0.14,5.36,0.0,157.0,,g,,2000.067,2451569.1,0.759
211.19027083,8.30299167,J140445.6+081810,FITS,14 04 45.665,+08 18 10.77,0.014,1.85,1.48,0.149,0.0,0.0,86.5,,g,,2000.068,2451569.2,1.758
312.8496375,8.30286111,J205123.9+081810,FITS,20 51 23.913,+08 18 10.30,0.272,1.33,1.67,0.153,4.93,0.0,77.4,,g,,2011.216,2455641.5,4.098
162.82595833,8.30285556,J105118.2+081810,FITS,10 51 18.230,+08 18 10.28,0.107,1.14,1.42,0.142,4.01,0.0,32.6,,g,,2000.067,2451568.8,0.266
154.26539583,8.30280278,J101703.6+081810,FITS,10 17 03.695,+08 18 10.09,0.014,57.31,72.82,0.153,3.48,2.03,19.8,,g,,2000.067,2451569.0,1.46
0.0159,8.30273611,J000003.8+081809,FITS,00 00 03.816,+08 18 09.85,0.115,1.08,0.78,0.113,3.7,0.0,47.5,,g,,2009.301,2454942.2,0.0
162.0022375,8.30265556,J104800.5+081809,FITS,10 48 00.537,+08 18 09.56,0.014,1.22,1.61,0.134,5.38,0.0,24.2,,g,,2000.067,2451568.9,0.0
130.00995833,8.30259722,J084002.3+081809,FITS,08 40 02.390,+08 18 09.35,0.014,1.24,0.9,0.152,1.08,0.0,98.8,,g,,2000.065,2451568.3,0.507
186.232775,8.30255,J122455.8+081809,FITS,12 24 55.866,+08 18 09.18,0.014,3.1,3.31,0.155,2.52,0.0,58.7,,g,,2000.067,2451569.1,1.487
133.54821667,8.30251667,J085411.5+081809,FITS,08 54 11.572,+08 18 09.06,0.014,2.64,3.9,0.138,4.11,3.37,119.4,,s,,2000.066,2451568.7,0.195
189.81562083,8.30248333,J123915.7+081808,FITS,12 39 15.749,+08 18 08.94,0.047,1.92,3.3,0.138,6.42,2.57,27.3,,,,2000.067,2451568.9,0.245
326.0482125,8.30244444,J214411.5+081808,FITS,21 44 11.571,+08 18 08.80,0.014,11.25,11.99,0.124,2.18,0.0,104.2,,g,,2009.278,2454934.1,16.792
319.53471667,8.30240833,J211808.3+081808,FITS,21 18 08.332,+08 18 08.67,0.014,3.37,5.82,0.118,7.46,2.7,15.9,,,,2009.3,2454942.1,0.0
130.62400833,8.3023,J084229.7+081808,FITS,08 42 29.762,+08 18 08.28,0.014,5.71,16.07,0.146,10.96,4.01,66.8,,g,,2000.066,2451568.6,0.341
129.03929583,8.30224722,J083609.4+081808,FITS,08 36 09.431,+08 18 08.09,0.014,16.31,16.93,0.136,1.41,0.5,24.6,,g,,2000.066,2451568.7,0.179
228.71690833,8.30220833,J151452.0+081807,FITS,15 14 52.058,+08 18 07.95,0.014,3.12,6.74,0.136,8.52,3.16,63.7,,g,,2000.067,2451569.1,0.179
358.48595833,8.30210556,J235356.6+081807,FITS,23 53 56.630,+08 18 07.58,0.014,3.99,4.04,0.104,3.26,0.0,88.1,,g,,2009.238,2454919.3,0.0
308.47369583,8.30209167,J203353.6+081807,FITS,20 33 53.687,+08 18 07.53,0.014,1.96,2.72,0.193,6.22,0.0,9.6,,s,,2011.228,2455645.6,6.8
221.29682083,8.30204722,J144511.2+081807,FITS,14 45 11.237,+08 18 07.37,0.014,3.84,3.93,0.137,1.75,0.0,95.1,,g,,2000.067,2451569.1,0.204
187.2591875,8.30197222,J122902.2+081807,FITS,12 29 02.205,+08 18 07.10,0.198,1.08,1.46,0.152,4.89,0.0,135.0,,g,,2000.067,2451569.1,1.528
224.43614167,8.30190833,J145744.6+081806,FITS,14 57 44.674,+08 18 06.87,0.014,3.4,6.25,0.149,7.31,2.37,9.2,,g,,2000.068,2451569.2,1.211
130.61909167,8.30178333,J084228.5+081806,FITS,08 42 28.582,+08 18 06.42,0.214,1.08,3.32,0.146,10.21,5.64,61.9,,g,,2000.066,2451568.6,0.331
188.1830125,8.30163889,J123243.9+081805,FITS,12 32 43.923,+08 18 05.90,0.014,2.61,2.23,0.136,0.78,0.0,12.9,,g,,2000.067,2451568.9,0.248
233.169275,8.30161667,J153240.6+081805,FITS,15 32 40.626,+08 18 05.82,0.014,4.02,4.18,0.137,1.55,0.0,114.4,,,,2000.067,2451569.2,0.564
143.08268333,8.30159444,J093219.8+081805,FITS,09 32 19.844,+08 18 05.74,0.014,1.38,1.31,0.147,2.2,0.0,55.0,,,,2000.066,2451568.6,0.448
5.20049167,8.30159167,J002048.1+081805,FITS,00 20 48.118,+08 18 05.73,0.014,17.7,19.26,0.106,2.54,0.82,6.0,,,,2009.223,2454913.8,7.476
241.422,8.301525,J160541.2+081805,FITS,16 05 41.280,+08 18 05.49,0.014,7.71,12.58,0.138,6.45,1.68,47.6,,,,2000.067,2451569.2,0.551
200.0953,8.30141389,J132022.8+081805,FITS,13 20 22.872,+08 18 05.09,0.014,6.55,6.31,0.143,0.0,0.0,0.1,,g,,2000.067,2451569.1,1.019
157.31927083,8.30134444,J102916.6+081804,FITS,10 29 16.625,+08 18 04.84,0.014,59.69,60.82,0.149,0.77,0.72,90.0,,g,,2000.067,2451569.0,1.163
